Brand Name,Generic Name,Number of Manufacturers,Year,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2021-2022),Annual Growth Rate in Average Spending Per Dosage Unit (2018-2022)
Fludrocortisone Acetate,Fludrocortisone Acetate,6,2020,13542063.96,28571953,451814,104400,0.47,29.97,129.71,0,,
Flumazenil,Flumazenil,4,2020,20746.74,11473,1722,1584,1.88,12.05,13.1,0,,
Flunisolide,Flunisolide,2,2020,5000544.88,2281242,66871,25556,2.19,74.78,195.67,0,,
Fluocinolone Acetonide,Fluocinolone Acetonide,15,2020,13096156.03,11909254,138832,79253,1.19,94.33,165.24,0,,
Fluocinolone Acetonide,Fluocinolone/Shower Cap,6,2020,4692075.53,6618393,51949,29873,0.71,90.32,157.07,0,,
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil,5,2020,6368641.91,1631277,79215,57052,3.91,80.4,111.63,0,,
Fluocinonide,Fluocinonide,22,2020,59389663.82,44329761,749187,401723,1.22,79.27,147.84,0,,
Fluocinonide-E,Fluocinonide/Emollient Base,3,2020,1429893.25,864994,14976,8371,1.65,95.48,170.82,0,,
Fluoride,Fluoride (Sodium),1,2020,8705.85,79416,1250,295,0.11,6.96,29.51,0,,
Fluorometholone,Fluorometholone,1,2020,24203529.02,1929960,299563,139990,12.54,80.8,172.89,0,,
Fluorouracil*,Fluorouracil,10,2020,50644850.25,18113168,448889,389006,2.91,112.82,130.19,0,,
Fluoxetine Dr,Fluoxetine HCl,1,2020,1428998.95,49793,6989,1209,28.7,204.46,1181.97,0,,
Fluoxetine HCl,Fluoxetine HCl,29,2020,105876810.8,483150554,6933333,1328331,0.23,15.27,79.71,0,,
Fluphenazine Decanoate,Fluphenazine Decanoate,6,2020,9545886.25,443022,86205,13666,21.58,110.73,698.51,0,,
Fluphenazine HCl*,Fluphenazine HCl,12,2020,93033945.34,14787380,239548,29271,6.42,388.37,3178.37,0,,
Flurandrenolide,Flurandrenolide,3,2020,1632990.7,593940,2530,1769,3,645.45,923.12,0,,
Flurazepam HCl,Flurazepam HCl,1,2020,121355.28,205651,4934,1477,0.6,24.6,82.16,0,,
Flurbiprofen,Flurbiprofen,1,2020,874934.18,1676805,20911,8765,0.52,41.84,99.82,0,,
Flurbiprofen Sodium,Flurbiprofen Sodium,1,2020,502115.48,39425,11428,6307,12.74,43.94,79.61,0,,
Flutamide,Flutamide,2,2020,508273.8,568621,3416,784,0.89,148.79,648.31,0,,
Fluticasone Propionate*,Fluticasone Propionate,11,2020,205757761.1,282448652,11738201,4307947,0.73,17.53,47.76,0,,
Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol,3,2020,198649534.3,58338630,897068,265243,15.75,221.44,748.93,0,,
Fluvastatin ER,Fluvastatin Sodium,3,2020,5572628.09,1198072,16954,4217,4.65,328.69,1321.47,0,,
Fluvastatin Sodium,Fluvastatin Sodium,2,2020,3352486.18,1034191,14430,4250,3.24,232.33,788.82,0,,
Fluvoxamine Maleate,Fluvoxamine Maleate,3,2020,15082162.13,22928804,350925,45027,0.66,42.98,334.96,0,,
Fluvoxamine Maleate ER,Fluvoxamine Maleate,2,2020,7686491.84,1048860,18410,2857,7.34,417.52,2690.41,0,,
Fml,Fluorometholone,1,2020,215470.43,7705,1170,800,27.97,184.16,269.34,0,,
Fml Forte,Fluorometholone,1,2020,1563978.19,47850,7289,3604,32.69,214.57,433.96,0,,
Fml S.O.P.,Fluorometholone,1,2020,3297.89,74,21,19,44.87,157.04,173.57,1,,
Focalin,Dexmethylphenidate HCl,1,2020,80709.65,66493,623,109,1.2,129.55,740.46,0,,
Focalin XR,Dexmethylphenidate HCl,1,2020,1211978.46,91614,2283,491,13.22,530.87,2468.39,0,,
Folic Acid*,Folic Acid,14,2020,747160.57,12627673,223806,50630,0.06,3.34,14.76,0,,
Folivane-Ob,Mvn-Min 74/Iron Fum/Iron/FA,1,2020,3559.45,5379,102,31,0.66,34.9,114.82,0,,
Fondaparinux Sodium,Fondaparinux Sodium,5,2020,21747665.75,235705,15142,3280,91.89,1436.25,6630.39,0,,
Forfivo XL,Bupropion HCl,1,2020,781849.59,54226,1333,276,14.42,586.53,2832.79,0,,
Forteo,Teriparatide,1,2020,457345879.9,304603,113852,19160,1501.45,4017.02,23869.83,0,,
Fortesta,Testosterone,1,2020,141611.02,21000,198,54,6.74,715.21,2622.43,0,,
Fosamax,Alendronate Sodium,2,2020,639879.73,20562,2525,699,31.12,253.42,915.42,0,,
Fosamax Plus D,Alendronate Sodium/Vitamin D3,2,2020,868763.6,20266,3077,890,42.87,282.34,976.14,0,,
Fosamprenavir Calcium,Fosamprenavir Calcium,2,2020,4068976.88,268024,3167,388,15.18,1284.8,10487.05,0,,
Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine,16,2020,338324.45,3500,1134,383,138.82,298.35,883.35,0,,
Fosfomycin Tromethamine,Fosfomycin Tromethamine,3,2020,1159860.2,16239,5709,4488,71.42,203.16,258.44,0,,
Fosinopril Sodium,Fosinopril Sodium,5,2020,5862419.49,23139796,274523,62849,0.25,21.35,93.28,0,,
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide,4,2020,1392984.42,1484540,16437,3954,0.94,84.75,352.3,0,,
Fosrenol,Lanthanum Carbonate,1,2020,6656274.44,545110,3709,1110,12.22,1794.63,5996.64,0,,
Fragmin,"Dalteparin Sodium,Porcine",1,2020,3037449.22,17687,1009,206,189.69,3010.36,14744.9,0,,
Frova,Frovatriptan Succinate,1,2020,1027579.05,10638,501,90,96.6,2051.06,11417.55,0,,
Frovatriptan Succinate,Frovatriptan Succinate,4,2020,3875090.05,132081,9372,2321,29.37,413.48,1669.58,0,,
Fulphila,PEGfilgrastim-Jmdb,1,2020,4748957.11,689,1014,318,6890.54,4683.39,14933.83,0,,
Fulvestrant,Fulvestrant,18,2020,5541897.55,39520,3658,674,140.11,1515.01,8222.4,0,,
Furosemide*,Furosemide,26,2020,147144668.9,1586840076,24820368,5582316,0.09,5.93,26.36,0,,
Fusion Plus,"Iron,Fm,Ps/Folic/B,C18/L.Casei",1,2020,3863.4,4200,79,28,0.92,48.9,137.98,0,,
Fuzeon,Enfuvirtide,1,2020,2580027.56,41641,657,81,61.96,3926.98,31852.19,0,,
Fyavolv,Norethindrone Ac-Eth Estradiol,1,2020,957003.8,462605,7193,2133,2.08,133.05,448.67,0,,
Fycompa,Perampanel,1,2020,51630236.76,2059030,47265,5378,30.95,1092.36,9600.27,0,,
Gabapentin,Gabapentin,36,2020,628835152.3,4127662559,32282808,6550693,0.15,19.48,96,0,,
Gabitril,Tiagabine HCl,1,2020,2159312.78,188054,1628,193,12.28,1326.36,11188.15,0,,
Gablofen,Baclofen,1,2020,109597.76,2421,69,23,45.25,1588.37,4765.12,0,,
Galafold,Migalastat HCl,1,2020,16524294.55,9002,624,65,1835.62,26481.24,254219.92,0,,
Galantamine ER,Galantamine HBr,4,2020,15209891.18,5845331,128139,22447,2.6,118.7,677.59,0,,
Galantamine HBr,Galantamine HBr,4,2020,8386871.77,6455106,87955,16039,1.3,95.35,522.9,0,,
Galantamine Hydrobromide,Galantamine HBr,1,2020,337609.39,119503,823,177,2.83,410.22,1907.4,0,,
Gamastan,Immune Globul G (IgG)/Glycine,1,2020,295295.83,5936,713,104,49.75,414.16,2839.38,0,,
Gammagard Liquid,Immun Glob G(IgG)/Gly/IgA Ov50,1,2020,398653215,28631490,40898,3910,13.92,9747.5,101957.34,0,,
Gammagard S-D,Immun Glob G/Gly/Gluc/IgA 0-50,1,2020,7161745.37,11170,737,78,632.38,9717.43,91817.25,1,,
Gammaked,Immune Globul G/Gly/IgA Avg 46,1,2020,113349510.1,7847370,9638,984,14.45,11760.69,115192.59,0,,
Gammaplex,Immun Glob G(IgG)/Gly/IgA 0-50,1,2020,169036768.1,9970288,13562,1380,16.95,12464,122490.41,0,,
Gammaplex,Immun Glob G/Sorb/Gly/IgA 0-50,1,2020,7575796.59,891180,817,74,8.5,9272.7,102375.63,0,,
Gamunex-C,Immune Globul G/Gly/IgA Avg 46,1,2020,376430460.3,32337007,48026,4077,11.62,7838.06,92330.26,0,,
Ganciclovir Sodium,Ganciclovir Sodium,4,2020,111223.33,40410,205,49,9.33,542.55,2269.86,1,,
Gardasil 9,HPv Vaccine 9-Valent/PF,1,2020,792410.12,1538,2978,2053,515.38,266.09,385.98,0,,
Gastrocrom,Cromolyn Sodium,1,2020,458009.84,231120,160,31,1.98,2862.56,14774.51,0,,
Gatifloxacin,Gatifloxacin,4,2020,4154601.76,164292,56135,37487,25.32,74.01,110.83,0,,
Gattex,Teduglutide,1,2020,297339981.2,7227,6558,847,41142.93,45340.04,351050.75,0,,
Gauze Bandage,Gauze Bandage,2,2020,685.02,5494,166,145,0.12,4.13,4.72,0,,
Gauze Pad,Gauze Bandage,1,2020,648.72,4120,134,116,0.16,4.84,5.59,0,,
Gauze Pads,Gauze Bandage,3,2020,6137.2,41943,1046,918,0.15,5.87,6.69,0,,
Gavilyte-C,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,2020,2532126.31,665743342,162616,155386,0,15.57,16.3,0,,
Gavilyte-G,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,2020,4465381.5,1372397640,336928,321455,0,13.25,13.89,0,,
Gavilyte-N,Sodium Chloride/NaHCO3/KCl/PEG,1,2020,1936135.48,531380329,131290,127240,0,14.75,15.22,0,,
Gazyva,Obinutuzumab,1,2020,1888806.8,11080,175,54,170.47,10793.18,34977.9,0,,
Gelnique,Oxybutynin Chloride,1,2020,1641193.79,128415,2510,598,12.78,653.86,2744.47,0,,
Gemcitabine HCl,Gemcitabine HCl,10,2020,297487.2,42982,1871,611,33.56,159,486.89,1,,
Gemfibrozil,Gemfibrozil,12,2020,26189397.83,123191015,1071736,255527,0.21,24.44,102.49,0,,
Generlac,Lactulose,1,2020,1678569.69,72748800,54339,23047,0.02,30.89,72.83,0,,
Gengraf,"Cyclosporine, Modified",1,2020,1272164.83,1091128,5426,1206,1.46,234.46,1054.86,0,,
Genotropin,Somatropin,1,2020,18270050.58,144432,7564,1077,527.17,2415.4,16963.84,0,,
Gentak,Gentamicin Sulfate,1,2020,303262.28,38619,10658,9276,7.85,28.45,32.69,0,,
Gentamicin Sulfate In Ns,"Gentamicin In NaCl, Iso-Osm",1,2020,27437.6,715609,1052,440,0.04,26.08,62.36,0,,
Gentamicin Sulfate*,Gentamicin Sulfate,11,2020,25052952.8,21120955,380550,239876,1.72,65.83,104.44,0,,
Gentamicin Sulfate*,Gentamicin Sulfate/PF,1,2020,31997.13,115582,416,109,0.28,76.92,293.55,0,,
Genvoya,Elviteg/Cob/Emtri/Tenof Alafen,1,2020,755819243.8,6857804,211682,23155,110.21,3570.54,32641.73,0,,
Geodon,Ziprasidone HCl,2,2020,9349287.91,403938,5861,698,23.14,1595.17,13394.4,0,,
Geodon,Ziprasidone Mesylate,1,2020,507912.6,10195,2439,1222,49.82,208.25,415.64,1,,
Gilenya,Fingolimod HCl,1,2020,449518264.3,1513124,46257,5128,297.08,9717.84,87659.57,0,,
Gilotrif,Afatinib Dimaleate,1,2020,44968930.79,138040,4608,851,325.77,9758.88,52842.46,0,,
Givlaari,Givosiran Sodium,1,2020,3962651.35,99,79,14,40026.78,50160.14,283046.53,0,,
Glassia,Alpha-1-Proteinase Inhibitor,1,2020,56538882,98849170,5216,474,0.57,10839.51,119280.34,0,,
Glatiramer Acetate,Glatiramer Acetate,1,2020,212422737.8,794856,54545,7519,287.79,3894.45,28251.46,0,,
Glatopa,Glatiramer Acetate,1,2020,88246254.82,537492,25645,3825,194.12,3441.07,23070.92,0,,
Gleevec,Imatinib Mesylate,1,2020,136345219.7,678460,12903,1615,255.24,10566.94,84424.28,0,,
Glimepiride,Glimepiride,11,2020,71412114.28,564205596,5643992,1344164,0.13,12.65,53.13,0,,
Glipizide,Glipizide,8,2020,41931701.5,640577623,4996960,1215286,0.07,8.39,34.5,0,,
Glipizide ER,Glipizide,7,2020,59252653.93,266655299,2873017,721856,0.22,20.62,82.08,0,,
Glipizide XL,Glipizide,1,2020,4441979.74,18145875,225668,98329,0.24,19.68,45.17,0,,
Glipizide-Metformin,Glipizide/Metformin HCl,3,2020,19026990.34,52978627,284765,68115,0.36,66.82,279.34,0,,
Gloperba,Colchicine,1,2020,14676.38,7170,39,21,2.05,376.32,698.88,0,,
Glucagen,Glucagon,2,2020,18171782.36,58680,50388,28405,309.7,360.64,639.74,0,,
Glucagon Emergency Kit,Glucagon,2,2020,32036906.46,110355,84253,51933,290.31,380.25,616.89,0,,
Glucagon Emergency Kit,Glucagon HCl,1,2020,686615.91,2345,1961,1487,292.8,350.14,461.75,0,,
Glucotrol XL,Glipizide,1,2020,845440.83,363233,3691,836,2.34,229.05,1011.29,0,,
Glumetza,Metformin HCl,1,2020,44928542.87,644550,6321,1228,74.07,7107.82,36586.76,0,,
Glyburide,Glyburide,6,2020,6655007.57,37145078,276432,76413,0.18,24.07,87.09,0,,
Glyburide Micronized,"Glyburide,Micronized",1,2020,214254.12,1212871,10352,3146,0.18,20.7,68.1,0,,
Glyburide-Metformin HCl,Glyburide/Metformin HCl,3,2020,2017702.34,15206784,81585,22148,0.13,24.73,91.1,0,,
Glycate,Glycopyrrolate,1,2020,92935.43,18196,221,112,5.11,420.52,829.78,0,,
Glycopyrrolate*,Glycopyrrolate,23,2020,10007204.74,17389427,215857,45593,0.59,46.36,219.49,0,,
Glydo,Lidocaine HCl,1,2020,131667.87,193120,2388,1296,0.68,55.14,101.6,0,,
Glynase,"Glyburide,Micronized",1,2020,19932.12,6780,46,11,3.17,433.31,1812.01,0,,
Glyxambi,Empagliflozin/Linagliptin,1,2020,71473721.59,3929820,78812,17258,18.19,906.89,4141.48,0,,
Gocovri,Amantadine HCl,1,2020,53349152.54,1197420,20249,3092,44.56,2634.66,17253.93,0,,
Golytely,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,2020,500642.31,97816935,24457,23262,0.06,20.47,21.52,0,,
Gralise,Gabapentin,2,2020,21334685.39,2293745,23851,4539,9.3,894.5,4700.31,0,,
Granisetron HCl,Granisetron HCl/PF,2,2020,51722.19,7083,835,197,7.26,61.94,262.55,1,,
Granisetron HCl*,Granisetron HCl,6,2020,647026.16,116200,4325,2046,6.76,149.6,316.24,0,,
Granix,Tbo-Filgrastim,1,2020,4189446.37,7551,1786,623,559.31,2345.71,6724.63,0,,
Grastek,"Grass Pollen-Timothy, Standard",1,2020,135438.44,13060,294,92,10.37,460.67,1472.16,0,,
Griseofulvin,"Griseofulvin, Microsize",6,2020,1216449.18,410557,5434,3167,5.91,223.86,384.1,0,,
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,5,2020,714290.24,171774,3064,1851,4.2,233.12,385.89,0,,
Guanfacine HCl,Guanfacine HCl,6,2020,3778452.84,6055857,90053,17673,0.62,41.96,213.8,0,,
Guanfacine HCl ER,Guanfacine HCl,7,2020,4520918.61,2505481,61342,9510,1.82,73.7,475.39,0,,
Gvoke Hypopen 1-Pack,Glucagon,1,2020,122338.86,80,307,235,1536.19,398.5,520.59,0,,
Gvoke Hypopen 2-Pack,Glucagon,1,2020,2263710.4,1520,3793,3279,1556.07,596.81,690.37,0,,
Gvoke PFS 1-Pack Syringe,Glucagon,1,2020,1137005.11,771,2471,1958,1535.54,460.14,580.7,0,,
Gvoke PFS 2-Pack Syringe,Glucagon,1,2020,934394.97,653,1335,1050,1469.16,699.92,889.9,0,,
Gynazole 1,Butoconazole Nitrate,1,2020,54141.79,2495,308,215,21.7,175.79,251.82,0,,
Haegarda,C1 Esterase Inhibitor,1,2020,75081859.14,29289,2250,192,2584.99,33369.72,391051.35,0,,
Hailey,Norethindrone Ac-Eth Estradiol,1,2020,26848.29,31117,706,215,0.86,38.03,124.88,0,,
Hailey 24 Fe,Norethindrone-E.Estradiol-Iron,1,2020,20539.16,14896,316,104,1.38,65,197.49,0,,
Hailey Fe,Norethindrone-E.Estradiol-Iron,1,2020,3355.97,7840,158,73,0.43,21.24,45.97,0,,
Halaven,Eribulin Mesylate,1,2020,1193527.6,1964,198,39,607.7,6027.92,30603.27,0,,
Halcinonide,Halcinonide,2,2020,1453006.43,170050,1510,761,8.54,962.26,1909.34,0,,
Halcion,Triazolam,1,2020,108802.92,19842,456,95,5.48,238.6,1145.29,0,,
Haldol Decanoate 100,Haloperidol Decanoate,1,2020,37377.25,239,130,48,156.72,287.52,778.69,0,,
Haldol Decanoate 50,Haloperidol Decanoate,1,2020,8183.05,96,52,20,85.24,157.37,409.15,0,,
Halobetasol Propionate,Halobetasol Propionate,9,2020,26223667.88,12839596,245919,110070,2.03,106.64,238.25,0,,
Halog,Halcinonide,1,2020,457085.9,37950,502,316,12.33,910.53,1446.47,0,,
Haloperidol,Haloperidol,11,2020,34591639.22,48866821,916203,139037,0.71,37.76,248.79,0,,
Haloperidol Decanoate,Haloperidol Decanoate,11,2020,16825273.19,455247,267766,33448,36.35,62.84,503.03,0,,
Haloperidol Decanoate 100,Haloperidol Decanoate,1,2020,4379220.2,99039,59160,10429,44.22,74.02,419.91,0,,
Haloperidol Lactate*,Haloperidol Lactate,10,2020,2534024.1,5624067,106450,38024,1.11,23.8,66.64,0,,
Harvoni,Ledipasvir/Sofosbuvir,1,2020,243154492.9,212712,7530,3231,1143.14,32291.43,75256.73,0,,
Havrix,Hepatitis A Virus Vaccine/PF,1,2020,4486871.36,49810,49969,46050,90.15,89.79,97.43,0,,
Healthwise Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,2020,1171.1,4360,39,13,0.27,30.03,90.08,1,,
Healthwise Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",1,2020,1525.63,6320,43,16,0.24,35.48,95.35,1,,
Healthwise Pen Needle,"Pen Needle, Diabetic",1,2020,1316.55,4792,45,28,0.28,29.26,47.02,1,,
Healthy Accents Unifine Pentip,"Pen Needle, Diabetic",1,2020,154909.01,726214,5103,2249,0.21,30.36,68.88,0,,
Heather,Norethindrone,1,2020,190448.22,293782,6321,1676,0.65,30.13,113.63,0,,
Heparin Sodium,"Heparin Sodium,Porcine",12,2020,4120961.32,1731322,68616,18513,2.38,60.06,222.6,0,,
Heparin Sodium In 0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl",1,2020,361.85,9752,12,12,0.04,30.15,30.15,1,,
Heparin Sodium*,"Heparin Sodium,Porcine/PF",5,2020,109920.24,20970,625,391,5.62,175.87,281.13,0,,
Hepsera,Adefovir Dipivoxil,1,2020,514176.66,9752,282,38,52.73,1823.32,13530.96,0,,
Herceptin,Trastuzumab,1,2020,11712223.82,7184,1995,292,1630.32,5870.79,40110.36,0,,
Hetlioz,Tasimelteon,1,2020,128931589.3,217773,6711,993,592.05,19211.98,129840.47,0,,
Hiberix,Haemoph B Poly Conj-Tet Tox/PF,1,2020,7365.89,368,332,291,20.04,22.19,25.31,0,,
Hizentra,Immun Glob G(IgG)/Pro/IgA 0-50,1,2020,186004819.9,5344480,22957,1812,34.76,8102.31,102651.67,0,,
Horizant,Gabapentin Enacarbil,1,2020,29899246.34,2092440,34960,7029,14.29,855.24,4253.7,0,,
Humalog,Insulin Lispro,1,2020,449251292.2,17241808,759810,192852,26.05,591.27,2329.51,0,,
Humalog Junior Kwikpen,Insulin Lispro,1,2020,6145479.09,178717,10392,3832,34.39,591.37,1603.73,0,,
Humalog Kwikpen U-100,Insulin Lispro,1,2020,1053915810,30573580,1276804,384871,34.47,825.43,2738.36,0,,
Humalog Kwikpen U-200,Insulin Lispro,1,2020,154533157.2,2184844,116218,30870,70.73,1329.68,5005.93,0,,
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro,1,2020,10144996.96,353120,11129,1932,28.73,911.58,5251.03,0,,
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,1,2020,24113083.78,684384,20412,4241,35.23,1181.32,5685.71,0,,
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,1,2020,89208218.23,3115026,103461,19228,28.64,862.24,4639.5,0,,
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,1,2020,277054165.6,7877933,258489,53831,35.17,1071.82,5146.74,0,,
Humatrope,Somatropin,1,2020,6960924.81,6709,2397,365,1140.44,2904.02,19071.03,0,,
Humira,Adalimumab,1,2020,383631562,138117,54896,8312,2777.58,6988.33,46153.94,0,,
Humira Pen,Adalimumab,1,2020,1215774159,436466,172289,23793,2785.5,7056.6,51097.98,0,,
Humira Pen Crohn'S-Uc-Hs,Adalimumab,1,2020,7424081.73,2630,434,360,2823.38,17106.18,20622.45,0,,
Humira Pen Psor-Uveits-Adol Hs,Adalimumab,1,2020,11999684.87,4240,1060,518,2830.11,11320.46,23165.41,0,,
Humira(Cf),Adalimumab,1,2020,305570324,107935,41732,6775,2831.05,7322.21,45102.63,0,,
Humira(Cf) Pediatric Crohn'S,Adalimumab,1,2020,897025.86,160,56,27,5543.83,16018.32,33223.18,0,,
Humira(Cf) Pen,Adalimumab,1,2020,2169430424,766006,299290,42406,2832.13,7248.59,51158.57,0,,
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,1,2020,46347134.9,8129,2709,2504,5701.46,17108.58,18509.24,0,,
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,1,2020,25635990.53,6742,2249,2199,3802.43,11398.84,11658.02,0,,
Humulin 70-30,Insulin NPh Hum/Reg Insulin Hm,1,2020,152201343.4,11601708,364301,69046,13.12,417.79,2204.35,1,,
Humulin 70/30 Kwikpen,Insulin NPh Hum/Reg Insulin Hm,1,2020,99426616.91,3910519,131810,28973,25.43,754.32,3431.7,1,,
Humulin N,Insulin NPh Human Isophane,1,2020,126145792.4,15802414,444767,109420,7.98,283.62,1152.86,0,,
Humulin N Kwikpen,Insulin NPh Human Isophane,1,2020,57153960.32,3504344,129266,35338,16.31,442.14,1617.35,0,,
Humulin R,"Insulin Regular, Human",1,2020,63906594.24,6494117,287281,79167,9.84,222.45,807.24,0,,
Humulin R U-500,"Insulin Regular, Human",1,2020,95525384.89,1289875,45274,8595,74.06,2109.94,11114.06,0,,
Humulin R U-500 Kwikpen,"Insulin Regular, Human",1,2020,231872668.6,2466670,139200,23199,94,1665.75,9994.94,0,,
Hydralazine HCl*,Hydralazine HCl,15,2020,103819183.1,783713390,5378101,1231369,0.13,19.3,84.31,0,,
Hydrea,Hydroxyurea,1,2020,79713.59,59560,727,197,1.34,109.65,404.64,0,,
Hydrochlorothiazide,Hydrochlorothiazide,19,2020,112285973.6,1404339946,19753413,5089385,0.08,5.68,22.06,0,,
Hydrocodone Bitartrate ER,Hydrocodone Bitartrate,1,2020,2128789.61,284553,5062,1604,7.48,420.54,1327.18,0,,
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,19,2020,434777049.3,1599610861,21641537,5220281,0.28,20.09,83.29,0,,
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex,1,2020,1629,4000,32,40,0.41,50.91,40.73,1,,
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,2,2020,2142.4,19412,121,144,0.12,17.71,14.88,0,,
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,4,2020,3640230.31,5516412,71100,17865,0.64,51.2,203.76,0,,
Hydrocortisone Butyrate,Hydrocortisone Butyrate,5,2020,9261291.42,2402148,23920,11965,3.44,387.18,774.03,0,,
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,2,2020,658142.96,183535,1913,1131,3.54,344.04,581.91,0,,
Hydrocortisone Valerate,Hydrocortisone Valerate,5,2020,4867626.66,2572866,48291,27451,1.93,100.8,177.32,0,,
Hydrocortisone*,Hydrocortisone,13,2020,37932049.9,127788183,1919774,968813,0.34,19.76,39.15,0,,
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,2,2020,2515527.15,253695,23628,18971,9.92,106.46,132.6,0,,
Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine,1,2020,470847.52,126687,3631,2273,3.72,129.67,207.15,0,,
Hydromet,Hydrocodone Bit/Homatrop Me-Br,1,2020,3281.17,23897,152,108,0.14,21.59,30.38,0,,
Hydromorphone ER,Hydromorphone HCl,2,2020,8699993.2,865387,22438,3145,9.96,387.73,2766.29,0,,
Hydromorphone HCl,Hydromorphone HCl/PF,5,2020,261647.48,109678,1673,226,2.43,156.39,1157.73,0,,
Hydromorphone HCl*,Hydromorphone HCl,7,2020,17966294.39,73886272,882161,209215,0.23,20.37,85.87,0,,
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,17,2020,192762722.9,205029328,2424880,593313,0.94,79.49,324.89,0,,
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF,4,2020,597923.88,953,263,85,623.9,2273.47,7034.4,0,,
Hydroxyurea,Hydroxyurea,6,2020,17068211.12,36166213,445108,87780,0.47,38.35,194.44,0,,
Hydroxyzine HCl*,Hydroxyzine HCl,12,2020,59500306.68,238162365,3097495,961090,0.26,19.21,61.91,0,,
Hydroxyzine Pamoate,Hydroxyzine Pamoate,9,2020,13952667.23,99358696,1280274,357823,0.14,10.9,38.99,0,,
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate,3,2020,12936.81,19335,296,67,0.65,43.71,193.09,0,,
Hyoscyamine Sulfate*,Hyoscyamine Sulfate,5,2020,965113.23,1686753,22533,12695,0.57,42.83,76.02,0,,
Hyqvia,"IgG/Hyaluronidase,Recombinant",1,2020,13647939.21,719215,2324,193,18.93,5872.61,70714.71,0,,
Hysingla ER,Hydrocodone Bitartrate,1,2020,38458880.02,2156320,72041,11397,17.79,533.85,3374.47,0,,
Hyzaar,Losartan/Hydrochlorothiazide,2,2020,2809047.57,577244,9847,2250,4.88,285.27,1248.47,0,,
IV Prep Wipes,Alcohol Antiseptic Pads,1,2020,865.31,2700,22,14,0.32,39.33,61.81,1,,
IVermectin*,IVermectin,5,2020,6825659.52,1294249,102514,76571,4.21,66.58,89.14,0,,
Ibandronate Sodium*,Ibandronate Sodium,9,2020,37830653.26,1577766,692979,192812,23.83,54.59,196.2,1,,
Ibrance,Palbociclib,1,2020,2108937188,3439211,165133,21394,613.2,12771.14,98576.1,0,,
Ibu,Ibuprofen,1,2020,2009463.88,21380527,191716,88995,0.09,10.48,22.58,0,,
Ibuprofen,Ibuprofen,22,2020,54419134.31,447335081,6274179,2819972,0.12,8.67,19.3,0,,
Icatibant,Icatibant Acetate,5,2020,53279848.62,23205,1678,428,2287.89,31752,124485.63,0,,
Iclusig,Ponatinib HCl,1,2020,83013331.22,145734,3457,548,569.77,24013.11,151484.18,0,,
Icosapent Ethyl,Icosapent Ethyl,4,2020,3337692.84,1497182,10165,8404,2.23,328.35,397.16,0,,
Idhifa,Enasidenib Mesylate,1,2020,75226514.51,81637,2657,608,921.48,28312.58,123727.82,0,,
Ilaris,Canakinumab/PF,1,2020,17711823.27,1062,701,124,16677.8,25266.51,142837.28,0,,
Ilumya,Tildrakizumab-Asmn,1,2020,13660369,966,949,366,14141.17,14394.49,37323.41,0,,
Imatinib Mesylate,Imatinib Mesylate,13,2020,309348359.2,4751270,105808,13239,78.86,2923.68,23366.44,0,,
Imbruvica,Ibrutinib,1,2020,2962909304,8891905,232858,26847,392.66,12724.1,110362.77,0,,
Imfinzi,Durvalumab,1,2020,8125802.15,21155,1059,144,383.16,7673.09,56429.18,0,,
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,4,2020,2880906.93,1753770,8327,2151,1.73,345.97,1339.33,1,,
